x_sun,y_sun,z_sun,x_earth,y_earth,z_earth,x_moon,y_moon,z_moon
3545.71594650514,-9437177448.25119,-9263575468.28997,23042.1232729548,146911796699.194,146598406461.51,2.82515674452491,5992194.69428178,-28450163.8726238
3719.63832730066,-11276375559.5979,-11047106959.071,24861.4003238537,146790045758.246,146513015299.061,3.00705171430905,5285547.60734857,-30374589.5953845
3859.13054825985,-12791956872.0384,-12522177342.2889,26413.9362707365,146672437152.754,146432015905.99,3.1588099077494,4691752.30953155,-31117962.2872121
3994.52673450167,-14306120867.0157,-14001595584.3382,28013.4485855411,146539315934.509,146340562888.621,3.31193065622455,4088197.27202488,-31105074.5478176
4125.34272781296,-15818700635.6131,-15485825192.5543,29659.8878901765,146390709818.752,146237740035.689,3.46622298718763,3475255.62663517,-30361081.7062841
4251.09501228587,-17329531622.7659,-16975155767.3384,31353.199712903,146226649091.317,146122560060.683,3.62149587596523,2853514.95860864,-28928565.3134319
4371.30077002843,-18838451633.0375,-18469704039.9423,33093.3244977872,146047166062.155,145994008754.927,3.77755825665125,2223736.51135511,-26864218.1944531
4485.47793673601,-20345300720.6237,-19969424315.1749,34880.197614793,145852294513.811,145851089534.353,3.934219033247,1586806.08711265,-24234854.6761065
4593.14525708772,-21849921005.7512,-21474124890.9376,36713.7493705092,145642069590.212,145692832187.485,4.09128709242171,943712.133241795,-21115630.1072787
4693.82233999422,-23352156546.5795,-22983479962.6794,38593.9050194828,145416527676.805,145518302308.529,4.2485713168178,295526.883568311,-17588508.6636105
4787.93377585721,-24867027113.2808,-24512387194.8661,40540.3338857459,145173188959.579,145324620157.71,4.40747313909253,-363268.743381972,-13697521.1613752
4873.93026998613,-26379149917.9571,-26045017317.9061,42534.1464770133,144914298342.081,145112654786.207,4.5662035864991,-1024964.20791563,-9566240.2866741
4951.31971712852,-27888369139.5529,-27580717748.5483,44575.2501306417,144639895571.037,144881683438.194,4.72456576637509,-1688396.86881012,-5283820.93437629
5019.61114115905,-29394530323.7649,-29118755385.9529,46663.546978005,144350021063.93,144631069712.396,4.88236285908694,-2352412.50882474,-938735.397597877
5078.31475214577,-30897480214.7017,-30658331836.0505,48798.933959621,144044715825.554,144360269934.176,5.03939814403395,-3015884.2085449,3382759.71809316
5126.94200317281,-32397066552.4687,-32198601398.3853,50981.3028409302,143724021387.872,144068837616.414,5.19547502757887,-3677731.78760745,7598202.63675496
5165.00564691903,-33893137986.9506,-33738679604.1108,53210.5402287423,143387979864.539,143756418583.197,5.35039707212176,-4336924.97702324,11629183.4250603
5192.01979196798,-35385544015.018,-35277649840.6929,55486.527588288,143036633955.249,143422750155.02,5.50396802657759,-4992488.53681955,15401759.0552578
5208.32181696703,-37009830734.235,-36954753084.598,58023.4872368247,142635801122.317,143034188326.71,5.66978602060849,-5702706.85555987,19144860.3993753
5210.2602885261,-38629379915.7546,-38628203440.2863,60615.8069111074,142216850403.391,142620045417.475,5.83350710653986,-6406472.21883374,22420298.4647985
5197.20972936992,-40243998232.9697,-40296787432.0254,63263.3117528956,141779839533.242,142180360923.619,5.99487725796193,-7102841.1790825,25158277.1356004
5168.546914947,-41853492997.2328,-41959300694.4982,65965.8197231858,141324827031.769,141715304835.64,6.15364289940169,-7790995.95653588,27299200.5301899
5123.65095823459,-43457671948.259,-43614567300.5175,68723.1416339336,140851872265.675,141225171767.793,6.30955095009448,-8470255.17125542,28794543.9600928
5061.90339402495,-45056343036.9487,-45261459690.417,71535.0811808534,140361035569.568,140710370229.065,6.46234886547207,-9140080.68014475,29607408.4194283
4982.68826269259,-46649314434.7332,-46898900179.2125,74401.4349772705,139852378306.34,140171416800.664,6.61178467824254,-9800073.82858233,29712214.8609878
4885.39219341155,-48236394487.1269,-48525866983.7084,77321.9925890735,139325962893.191,139608933075.386,6.75760703497956,-10449977.6704197,29094883.6148319
4755.84252694212,-49986424074.7456,-50313818908.1604,80618.4476079857,138722505501.747,138959596945.969,6.91453621754962,-11157631.4880321,27567706.5477337
4602.55627898282,-51728736694.5774,-52086625990.5159,83980.7726997226,138097446569.783,138283398174.83,7.06638953099533,-11852868.9271285,25168851.6216625
4424.71287446499,-53463071850.3332,-53843254346.0234,87408.652380022,137450876449.519,137581530663.747,7.21282875717535,-12535949.7443283,21928579.5885524
4221.49614566652,-55189168599.0194,-55582825645.9389,90901.7608142211,136782887402.079,136855313248.72,7.35351677457587,-13207374.599939,17896698.6483095
